id,title,handle,product_type,vendor,status,published_at,image_url,tags,body_html,created_at,updated_at
1000454,Bucket Hat 8,bucket-hat-8,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/bucket-hat-8.jpg,"accessories,hats",<p>The Bucket Hat 8 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000455,Beanie Hat 9,beanie-hat-9,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/beanie-hat-9.jpg,"accessories,hats",<p>The Beanie Hat 9 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000456,Snapback Hat 10,snapback-hat-10,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/snapback-hat-10.jpg,"accessories,hats",<p>The Snapback Hat 10 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000457,Trucker Hat 11,trucker-hat-11,Accessories,Northwind Co.,active,2024-04-26T00:00:00+00:00,https://cdn.northwindco.com/products/trucker-hat-11.jpg,"accessories,hats",<p>The Trucker Hat 11 by Northwind Co.</p>,2024-04-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000458,Wool Hat 12,wool-hat-12,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/wool-hat-12.jpg,"accessories,hats",<p>The Wool Hat 12 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000459,Baseball Hat 13,baseball-hat-13,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/baseball-hat-13.jpg,"accessories,hats",<p>The Baseball Hat 13 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000460,Bucket Hat 14,bucket-hat-14,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/bucket-hat-14.jpg,"accessories,hats",<p>The Bucket Hat 14 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000461,Beanie Hat 15,beanie-hat-15,Accessories,Northwind Co.,active,2023-10-06T00:00:00+00:00,https://cdn.northwindco.com/products/beanie-hat-15.jpg,"accessories,hats",<p>The Beanie Hat 15 by Northwind Co.</p>,2023-10-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000462,Snapback Hat 16,snapback-hat-16,Accessories,Northwind Co.,active,2022-08-06T00:00:00+00:00,https://cdn.northwindco.com/products/snapback-hat-16.jpg,"accessories,hats",<p>The Snapback Hat 16 by Northwind Co.</p>,2022-08-06T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000463,Trucker Hat 17,trucker-hat-17,Accessories,Northwind Co.,active,2024-08-09T00:00:00+00:00,https://cdn.northwindco.com/products/trucker-hat-17.jpg,"accessories,hats",<p>The Trucker Hat 17 by Northwind Co.</p>,2024-08-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000464,Wool Hat 18,wool-hat-18,Accessories,Northwind Co.,active,2024-06-11T00:00:00+00:00,https://cdn.northwindco.com/products/wool-hat-18.jpg,"accessories,hats",<p>The Wool Hat 18 by Northwind Co.</p>,2024-06-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000465,Baseball Hat 19,baseball-hat-19,Accessories,Northwind Co.,active,2022-09-18T00:00:00+00:00,https://cdn.northwindco.com/products/baseball-hat-19.jpg,"accessories,hats",<p>The Baseball Hat 19 by Northwind Co.</p>,2022-09-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000466,Bucket Hat 20,bucket-hat-20,Accessories,Northwind Co.,active,2023-08-12T00:00:00+00:00,https://cdn.northwindco.com/products/bucket-hat-20.jpg,"accessories,hats",<p>The Bucket Hat 20 by Northwind Co.</p>,2023-08-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000467,Leather Belt,leather-belt,Accessories,Northwind Co.,active,2022-07-10T00:00:00+00:00,https://cdn.northwindco.com/products/leather-belt.jpg,"accessories,belts",<p>The Leather Belt by Northwind Co.</p>,2022-07-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000468,Canvas Belt 2,canvas-belt-2,Accessories,Northwind Co.,active,2023-03-02T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-belt-2.jpg,"accessories,belts",<p>The Canvas Belt 2 by Northwind Co.</p>,2023-03-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000469,Braided Belt 3,braided-belt-3,Accessories,Northwind Co.,active,2023-06-19T00:00:00+00:00,https://cdn.northwindco.com/products/braided-belt-3.jpg,"accessories,belts",<p>The Braided Belt 3 by Northwind Co.</p>,2023-06-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000470,Woven Belt 4,woven-belt-4,Accessories,Northwind Co.,active,2023-11-17T00:00:00+00:00,https://cdn.northwindco.com/products/woven-belt-4.jpg,"accessories,belts",<p>The Woven Belt 4 by Northwind Co.</p>,2023-11-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000471,Reversible Belt 5,reversible-belt-5,Accessories,Northwind Co.,active,2024-06-14T00:00:00+00:00,https://cdn.northwindco.com/products/reversible-belt-5.jpg,"accessories,belts",<p>The Reversible Belt 5 by Northwind Co.</p>,2024-06-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000472,Leather Belt 6,leather-belt-6,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/leather-belt-6.jpg,"accessories,belts",<p>The Leather Belt 6 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000473,Canvas Belt 7,canvas-belt-7,Accessories,Northwind Co.,active,2024-05-10T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-belt-7.jpg,"accessories,belts",<p>The Canvas Belt 7 by Northwind Co.</p>,2024-05-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000474,Braided Belt 8,braided-belt-8,Accessories,Northwind Co.,active,2022-11-25T00:00:00+00:00,https://cdn.northwindco.com/products/braided-belt-8.jpg,"accessories,belts",<p>The Braided Belt 8 by Northwind Co.</p>,2022-11-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000475,Woven Belt 9,woven-belt-9,Accessories,Northwind Co.,active,2024-11-02T00:00:00+00:00,https://cdn.northwindco.com/products/woven-belt-9.jpg,"accessories,belts",<p>The Woven Belt 9 by Northwind Co.</p>,2024-11-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000476,Reversible Belt 10,reversible-belt-10,Accessories,Northwind Co.,active,2024-09-03T00:00:00+00:00,https://cdn.northwindco.com/products/reversible-belt-10.jpg,"accessories,belts",<p>The Reversible Belt 10 by Northwind Co.</p>,2024-09-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000477,Leather Belt 11,leather-belt-11,Accessories,Northwind Co.,active,2024-10-01T00:00:00+00:00,https://cdn.northwindco.com/products/leather-belt-11.jpg,"accessories,belts",<p>The Leather Belt 11 by Northwind Co.</p>,2024-10-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000478,Canvas Belt 12,canvas-belt-12,Accessories,Northwind Co.,active,2023-11-04T00:00:00+00:00,https://cdn.northwindco.com/products/canvas-belt-12.jpg,"accessories,belts",<p>The Canvas Belt 12 by Northwind Co.</p>,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000479,Braided Belt 13,braided-belt-13,Accessories,Northwind Co.,active,2024-08-21T00:00:00+00:00,https://cdn.northwindco.com/products/braided-belt-13.jpg,"accessories,belts",<p>The Braided Belt 13 by Northwind Co.</p>,2024-08-21T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000480,Woven Belt 14,woven-belt-14,Accessories,Northwind Co.,active,2023-08-23T00:00:00+00:00,https://cdn.northwindco.com/products/woven-belt-14.jpg,"accessories,belts",<p>The Woven Belt 14 by Northwind Co.</p>,2023-08-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000481,Reversible Belt 15,reversible-belt-15,Accessories,Northwind Co.,active,2023-05-16T00:00:00+00:00,https://cdn.northwindco.com/products/reversible-belt-15.jpg,"accessories,belts",<p>The Reversible Belt 15 by Northwind Co.</p>,2023-05-16T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000482,Merino Sock,merino-sock,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sock.jpg,"accessories,socks",<p>The Merino Sock by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000483,Crew Sock 2,crew-sock-2,Accessories,Northwind Co.,active,2022-11-10T00:00:00+00:00,https://cdn.northwindco.com/products/crew-sock-2.jpg,"accessories,socks",<p>The Crew Sock 2 by Northwind Co.</p>,2022-11-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000484,No-Show Sock 3,no-show-sock-3,Accessories,Northwind Co.,active,2023-08-12T00:00:00+00:00,https://cdn.northwindco.com/products/no-show-sock-3.jpg,"accessories,socks",<p>The No-Show Sock 3 by Northwind Co.</p>,2023-08-12T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000485,Athletic Sock 4,athletic-sock-4,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/athletic-sock-4.jpg,"accessories,socks",<p>The Athletic Sock 4 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000486,Ankle Sock 5,ankle-sock-5,Accessories,Northwind Co.,active,2024-06-20T00:00:00+00:00,https://cdn.northwindco.com/products/ankle-sock-5.jpg,"accessories,socks",<p>The Ankle Sock 5 by Northwind Co.</p>,2024-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000487,Quarter Sock 6,quarter-sock-6,Accessories,Northwind Co.,active,2024-06-27T00:00:00+00:00,https://cdn.northwindco.com/products/quarter-sock-6.jpg,"accessories,socks",<p>The Quarter Sock 6 by Northwind Co.</p>,2024-06-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000488,Merino Sock 7,merino-sock-7,Accessories,Northwind Co.,active,2023-08-18T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sock-7.jpg,"accessories,socks",<p>The Merino Sock 7 by Northwind Co.</p>,2023-08-18T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000489,Crew Sock 8,crew-sock-8,Accessories,Northwind Co.,active,2023-02-08T00:00:00+00:00,https://cdn.northwindco.com/products/crew-sock-8.jpg,"accessories,socks",<p>The Crew Sock 8 by Northwind Co.</p>,2023-02-08T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000490,No-Show Sock 9,no-show-sock-9,Accessories,Northwind Co.,active,2024-09-11T00:00:00+00:00,https://cdn.northwindco.com/products/no-show-sock-9.jpg,"accessories,socks",<p>The No-Show Sock 9 by Northwind Co.</p>,2024-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000491,Athletic Sock 10,athletic-sock-10,Accessories,Northwind Co.,active,2024-08-01T00:00:00+00:00,https://cdn.northwindco.com/products/athletic-sock-10.jpg,"accessories,socks",<p>The Athletic Sock 10 by Northwind Co.</p>,2024-08-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000492,Ankle Sock 11,ankle-sock-11,Accessories,Northwind Co.,active,2023-09-02T00:00:00+00:00,https://cdn.northwindco.com/products/ankle-sock-11.jpg,"accessories,socks",<p>The Ankle Sock 11 by Northwind Co.</p>,2023-09-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000493,Quarter Sock 12,quarter-sock-12,Accessories,Northwind Co.,active,2023-12-26T00:00:00+00:00,https://cdn.northwindco.com/products/quarter-sock-12.jpg,"accessories,socks",<p>The Quarter Sock 12 by Northwind Co.</p>,2023-12-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000494,Merino Sock 13,merino-sock-13,Accessories,Northwind Co.,active,2023-07-17T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sock-13.jpg,"accessories,socks",<p>The Merino Sock 13 by Northwind Co.</p>,2023-07-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000495,Crew Sock 14,crew-sock-14,Accessories,Northwind Co.,active,2022-06-25T00:00:00+00:00,https://cdn.northwindco.com/products/crew-sock-14.jpg,"accessories,socks",<p>The Crew Sock 14 by Northwind Co.</p>,2022-06-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000496,No-Show Sock 15,no-show-sock-15,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/no-show-sock-15.jpg,"accessories,socks",<p>The No-Show Sock 15 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000497,Athletic Sock 16,athletic-sock-16,Accessories,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/athletic-sock-16.jpg,"accessories,socks",<p>The Athletic Sock 16 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000498,Ankle Sock 17,ankle-sock-17,Accessories,Northwind Co.,active,2024-11-14T00:00:00+00:00,https://cdn.northwindco.com/products/ankle-sock-17.jpg,"accessories,socks",<p>The Ankle Sock 17 by Northwind Co.</p>,2024-11-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000499,Quarter Sock 18,quarter-sock-18,Accessories,Northwind Co.,active,2022-09-07T00:00:00+00:00,https://cdn.northwindco.com/products/quarter-sock-18.jpg,"accessories,socks",<p>The Quarter Sock 18 by Northwind Co.</p>,2022-09-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000500,Merino Sock 19,merino-sock-19,Accessories,Northwind Co.,active,2022-10-11T00:00:00+00:00,https://cdn.northwindco.com/products/merino-sock-19.jpg,"accessories,socks",<p>The Merino Sock 19 by Northwind Co.</p>,2022-10-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000501,Crew Sock 20,crew-sock-20,Accessories,Northwind Co.,active,2024-04-26T00:00:00+00:00,https://cdn.northwindco.com/products/crew-sock-20.jpg,"accessories,socks",<p>The Crew Sock 20 by Northwind Co.</p>,2024-04-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000502,No-Show Sock 21,no-show-sock-21,Accessories,Northwind Co.,active,2023-10-24T00:00:00+00:00,https://cdn.northwindco.com/products/no-show-sock-21.jpg,"accessories,socks",<p>The No-Show Sock 21 by Northwind Co.</p>,2023-10-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000503,Athletic Sock 22,athletic-sock-22,Accessories,Northwind Co.,active,2024-04-27T00:00:00+00:00,https://cdn.northwindco.com/products/athletic-sock-22.jpg,"accessories,socks",<p>The Athletic Sock 22 by Northwind Co.</p>,2024-04-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000504,Low-Top Sneaker,low-top-sneaker,Footwear,Northwind Co.,active,2024-06-15T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker.jpg,"footwear,sneakers",<p>The Low-Top Sneaker by Northwind Co.</p>,2024-06-15T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000505,High-Top Sneaker 2,high-top-sneaker-2,Footwear,Northwind Co.,active,2024-02-26T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-2.jpg,"footwear,sneakers",<p>The High-Top Sneaker 2 by Northwind Co.</p>,2024-02-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000506,Trail Sneaker 3,trail-sneaker-3,Footwear,Northwind Co.,active,2024-11-24T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-3.jpg,"footwear,sneakers",<p>The Trail Sneaker 3 by Northwind Co.</p>,2024-11-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000507,Classic Sneaker 4,classic-sneaker-4,Footwear,Northwind Co.,active,2022-11-03T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-4.jpg,"footwear,sneakers",<p>The Classic Sneaker 4 by Northwind Co.</p>,2022-11-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000508,Court Sneaker 5,court-sneaker-5,Footwear,Northwind Co.,active,2022-09-23T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-5.jpg,"footwear,sneakers",<p>The Court Sneaker 5 by Northwind Co.</p>,2022-09-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000509,Everyday Sneaker 6,everyday-sneaker-6,Footwear,Northwind Co.,active,2023-10-14T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-6.jpg,"footwear,sneakers",<p>The Everyday Sneaker 6 by Northwind Co.</p>,2023-10-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000510,Low-Top Sneaker 7,low-top-sneaker-7,Footwear,Northwind Co.,active,2023-11-09T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-7.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 7 by Northwind Co.</p>,2023-11-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000511,High-Top Sneaker 8,high-top-sneaker-8,Footwear,Northwind Co.,active,2024-03-24T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-8.jpg,"footwear,sneakers",<p>The High-Top Sneaker 8 by Northwind Co.</p>,2024-03-24T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000512,Trail Sneaker 9,trail-sneaker-9,Footwear,Northwind Co.,active,2023-04-02T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-9.jpg,"footwear,sneakers",<p>The Trail Sneaker 9 by Northwind Co.</p>,2023-04-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000513,Classic Sneaker 10,classic-sneaker-10,Footwear,Northwind Co.,active,2023-11-04T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-10.jpg,"footwear,sneakers",<p>The Classic Sneaker 10 by Northwind Co.</p>,2023-11-04T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000514,Court Sneaker 11,court-sneaker-11,Footwear,Northwind Co.,active,2024-06-10T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-11.jpg,"footwear,sneakers",<p>The Court Sneaker 11 by Northwind Co.</p>,2024-06-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000515,Everyday Sneaker 12,everyday-sneaker-12,Footwear,Northwind Co.,active,2024-01-20T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-12.jpg,"footwear,sneakers",<p>The Everyday Sneaker 12 by Northwind Co.</p>,2024-01-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000516,Low-Top Sneaker 13,low-top-sneaker-13,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-13.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 13 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000517,High-Top Sneaker 14,high-top-sneaker-14,Footwear,Northwind Co.,active,2022-09-11T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-14.jpg,"footwear,sneakers",<p>The High-Top Sneaker 14 by Northwind Co.</p>,2022-09-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000518,Trail Sneaker 15,trail-sneaker-15,Footwear,Northwind Co.,active,2022-11-19T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-15.jpg,"footwear,sneakers",<p>The Trail Sneaker 15 by Northwind Co.</p>,2022-11-19T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000519,Classic Sneaker 16,classic-sneaker-16,Footwear,Northwind Co.,active,2024-09-20T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-16.jpg,"footwear,sneakers",<p>The Classic Sneaker 16 by Northwind Co.</p>,2024-09-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000520,Court Sneaker 17,court-sneaker-17,Footwear,Northwind Co.,active,2024-01-13T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-17.jpg,"footwear,sneakers",<p>The Court Sneaker 17 by Northwind Co.</p>,2024-01-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000521,Everyday Sneaker 18,everyday-sneaker-18,Footwear,Northwind Co.,active,2023-11-27T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-18.jpg,"footwear,sneakers",<p>The Everyday Sneaker 18 by Northwind Co.</p>,2023-11-27T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000522,Low-Top Sneaker 19,low-top-sneaker-19,Footwear,Northwind Co.,active,2024-05-25T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-19.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 19 by Northwind Co.</p>,2024-05-25T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000523,High-Top Sneaker 20,high-top-sneaker-20,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-20.jpg,"footwear,sneakers",<p>The High-Top Sneaker 20 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000524,Trail Sneaker 21,trail-sneaker-21,Footwear,Northwind Co.,active,2024-02-14T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-21.jpg,"footwear,sneakers",<p>The Trail Sneaker 21 by Northwind Co.</p>,2024-02-14T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000525,Classic Sneaker 22,classic-sneaker-22,Footwear,Northwind Co.,active,2022-10-23T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-22.jpg,"footwear,sneakers",<p>The Classic Sneaker 22 by Northwind Co.</p>,2022-10-23T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000526,Court Sneaker 23,court-sneaker-23,Footwear,Northwind Co.,active,2024-06-17T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-23.jpg,"footwear,sneakers",<p>The Court Sneaker 23 by Northwind Co.</p>,2024-06-17T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000527,Everyday Sneaker 24,everyday-sneaker-24,Footwear,Northwind Co.,active,2024-07-03T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-24.jpg,"footwear,sneakers",<p>The Everyday Sneaker 24 by Northwind Co.</p>,2024-07-03T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000528,Low-Top Sneaker 25,low-top-sneaker-25,Footwear,Northwind Co.,active,2023-12-07T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-25.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 25 by Northwind Co.</p>,2023-12-07T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000529,High-Top Sneaker 26,high-top-sneaker-26,Footwear,Northwind Co.,active,2023-04-01T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-26.jpg,"footwear,sneakers",<p>The High-Top Sneaker 26 by Northwind Co.</p>,2023-04-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000530,Trail Sneaker 27,trail-sneaker-27,Footwear,Northwind Co.,active,2024-05-09T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-27.jpg,"footwear,sneakers",<p>The Trail Sneaker 27 by Northwind Co.</p>,2024-05-09T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000531,Classic Sneaker 28,classic-sneaker-28,Footwear,Northwind Co.,active,2024-08-02T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-28.jpg,"footwear,sneakers",<p>The Classic Sneaker 28 by Northwind Co.</p>,2024-08-02T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000532,Court Sneaker 29,court-sneaker-29,Footwear,Northwind Co.,active,2023-06-11T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-29.jpg,"footwear,sneakers",<p>The Court Sneaker 29 by Northwind Co.</p>,2023-06-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000533,Everyday Sneaker 30,everyday-sneaker-30,Footwear,Northwind Co.,active,2024-02-10T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-30.jpg,"footwear,sneakers",<p>The Everyday Sneaker 30 by Northwind Co.</p>,2024-02-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000534,Low-Top Sneaker 31,low-top-sneaker-31,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-31.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 31 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000535,High-Top Sneaker 32,high-top-sneaker-32,Footwear,Northwind Co.,active,2023-06-10T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-32.jpg,"footwear,sneakers",<p>The High-Top Sneaker 32 by Northwind Co.</p>,2023-06-10T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000536,Trail Sneaker 33,trail-sneaker-33,Footwear,Northwind Co.,active,2023-06-20T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-33.jpg,"footwear,sneakers",<p>The Trail Sneaker 33 by Northwind Co.</p>,2023-06-20T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000537,Classic Sneaker 34,classic-sneaker-34,Footwear,Northwind Co.,active,2024-11-13T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-34.jpg,"footwear,sneakers",<p>The Classic Sneaker 34 by Northwind Co.</p>,2024-11-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000538,Court Sneaker 35,court-sneaker-35,Footwear,Northwind Co.,active,2023-04-01T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-35.jpg,"footwear,sneakers",<p>The Court Sneaker 35 by Northwind Co.</p>,2023-04-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000539,Everyday Sneaker 36,everyday-sneaker-36,Footwear,Northwind Co.,active,2023-03-11T00:00:00+00:00,https://cdn.northwindco.com/products/everyday-sneaker-36.jpg,"footwear,sneakers",<p>The Everyday Sneaker 36 by Northwind Co.</p>,2023-03-11T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000540,Low-Top Sneaker 37,low-top-sneaker-37,Footwear,Northwind Co.,active,2024-05-13T00:00:00+00:00,https://cdn.northwindco.com/products/low-top-sneaker-37.jpg,"footwear,sneakers",<p>The Low-Top Sneaker 37 by Northwind Co.</p>,2024-05-13T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000541,High-Top Sneaker 38,high-top-sneaker-38,Footwear,Northwind Co.,active,2024-08-05T00:00:00+00:00,https://cdn.northwindco.com/products/high-top-sneaker-38.jpg,"footwear,sneakers",<p>The High-Top Sneaker 38 by Northwind Co.</p>,2024-08-05T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000542,Trail Sneaker 39,trail-sneaker-39,Footwear,Northwind Co.,active,2024-10-26T00:00:00+00:00,https://cdn.northwindco.com/products/trail-sneaker-39.jpg,"footwear,sneakers",<p>The Trail Sneaker 39 by Northwind Co.</p>,2024-10-26T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000543,Classic Sneaker 40,classic-sneaker-40,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/classic-sneaker-40.jpg,"footwear,sneakers",<p>The Classic Sneaker 40 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
1000544,Court Sneaker 41,court-sneaker-41,Footwear,Northwind Co.,active,2022-06-01T00:00:00+00:00,https://cdn.northwindco.com/products/court-sneaker-41.jpg,"footwear,sneakers",<p>The Court Sneaker 41 by Northwind Co.</p>,2022-06-01T00:00:00+00:00,2026-12-31T23:59:00+00:00
